「象形,「象形
「象征,「象徵
「象征服,「象征服
「象征战,「像征戰
「象板,「象板
「象限,「象限
「象棋,「象棋
「象鼻,「象鼻
「象徵,「象徵
「象声,「象聲
「当！,「噹！
「当！当！,「噹！噹！
「当」,「噹」
﹁,「
」径,」逕
﹂,」
□打,廝打
□拚,廝拚
□杀,廝殺
□腆,靦腆
□嚓,卡嚓
□绳,韁繩
0余,0餘
０余,０餘
0余里,0餘里
０余里,０餘里
0海里,0海里
０海里,０海里
0里,0里
０里,０里
1海里,1海里
１海里,１海里
1里,1里
１里,１里
2海里,2海里
２海里,２海里
2里,2里
２里,２里
3海里,3海里
３海里,３海里
3里,3里
３里,３里
4海里,4海里
４海里,４海里
4里,4里
４里,４里
5海里,5海里
５海里,５海里
5里,5里
５里,５里
6海里,6海里
６海里,６海里
6里,6里
６里,６里
7海里,7海里
７海里,７海里
7里,7里
７里,７里
8海里,8海里
８海里,８海里
8里,8里
８里,８里
9海里,9海里
９海里,９海里
9里,9里
９里,９里
一大伙,一大夥
一干二净,一乾二淨
一干土匪,一干土匪
一干而尽,一乾而盡
一干弟子,一干弟子
一干弟兄,一干弟兄
一干儿女,一干兒女
一干儿郎,一干兒郎
一干便,一幹便
一干部下,一干部下
一干就,一幹就
一手干,一手幹
一手干脆,一手乾脆
一手干净,一手乾淨
一斗上,一鬥上
一斗不,一鬥不
一斗斗,一斗斗
一斗再斗,一鬥再鬥
一斗到,一鬥到
一日锺,一日鐘
一出好戏,一齣好戲
一出京剧,一齣京劇
一出话剧,一齣話劇
一出电影,一齣電影
一出剧,一齣劇
一出剧院,一出劇院
一出戏,一齣戲
一出戏院,一出戲院
一半只,一半只
一只,一隻
一只只,一隻隻
一只只有,一隻只有
一只只够,一隻只夠
一目了然,一目瞭然
一伙,一夥
一伙食,一伙食
一伙头,一伙頭
一冲,一衝
一冲水,一沖水
一冲刷,一沖刷
一冲洗,一沖洗
一冲气,一沖氣
一冲凉,一沖涼
一冲淡,一沖淡
一冲喜,一沖喜
一冲蚀,一沖蝕
一冲激,一沖激
一冲积,一沖積
一冲压,一沖壓
一并,一併
一并不,一並不
一并非,一並非
一卷一卷,一卷一卷
一卷了,一卷了
一松,一鬆
一松林,一松林
一松鼠,一松鼠
一松树,一松樹
一直发,一直發
一直发女,一直髮女
一面食,一面食
一面点,一面點
一个,一個
一海里,一海里
一毫一发,一毫一髮
一游,一遊
一发千钧,一髮千鈞
一发之差,一髮之差
一发之间,一髮之間
一里,一里
一里一外,一裡一外
一里余,一里餘
一箭双雕,一箭雙鵰
一坛坛,一罈罈
一头发,一頭發
一锅面,一鍋麵
一点丑,一點醜
一赞,一讚
七斗,七斗
七只,七隻
七卷,七卷
七海里,七海里
七情六欲,七情六慾
七里,七里
七里余,七里餘
九斗,九斗
九只,九隻
九海里,九海里
九里,九里
九里余,九里餘
了如指掌,瞭如指掌
了若指掌,瞭若指掌
了准有,了準有
了准的,了準的
了高儿,瞭高兒
了望，,瞭望，
了望。,瞭望。
了望天际,瞭望天際
了望手,瞭望手
了望台,瞭望台
了望哨,瞭望哨
了望员,瞭望員
了望塔,瞭望塔
了望远方,瞭望遠方
了望远处,瞭望遠處
了梁子,了樑子
了然！,瞭然！
了然，,瞭然，
了然。,瞭然。
了然？,瞭然？
了然地,瞭然地
了然於,瞭然於
了然的,瞭然的
了解,瞭解
了解不开,了解不開
了解穴,了解穴
了解决,了解決
了解放,了解放
了解法,了解法
了解毒,了解毒
了解除,了解除
了解救,了解救
了解脱,了解脫
了解围,了解圍
了解散,了解散
了解答,了解答
了解答案,瞭解答案
了解开,了解開
了解说,了解說
了解码,了解碼
了解药,了解藥
了解释,了解釋
了对象,了對象
二只,二隻
二只得,二只得
二海里,二海里
二里,二里
二撇胡,二撇鬍
人干的,人幹的
人丑,人醜
人斗了,人鬥了
人斗上,人鬥上
人欲横流,人慾橫流
人象,人像
人象征,人象徵
人象徵,人象徵
人云,人云
人云雨,人雲雨
人云游,人雲遊
人云集,人雲集
人云云,人云云
人影後,人影後
人赞,人讚
人赞同,人贊同
人赞助,人贊助
人赞身,人贊身
人赞酒,人贊酒
人赞许,人贊許
人赞礼,人贊禮
入粜,入糴
八斗,八斗
八只,八隻
八字胡,八字鬍
八卷,八卷
八海里,八海里
八里,八里
八里余,八里餘
刁斗,刁斗
力斗,力鬥
十分干！,十分乾！
十分干，,十分乾，
十分干。,十分乾。
十分丑,十分醜
十分之准,十分之準
十分扎实,十分扎實
十分困，,十分睏，
十分困。,十分睏。
十分困了,十分睏了
十分的准,十分的準
十分准,十分準
十斗,十斗
十只,十隻
十多只,十多隻
十余,十餘
十余只,十餘隻
十余里,十餘里
十来里,十來里
十卷,十卷
十海里,十海里
十里,十里
十里余,十里餘
十数只,十數隻
又干又,又乾又
又丑,又醜
又斗,又鬥
又斗笠,又斗笠
又斗然,又斗然
又斗篷,又斗篷
又斗胆,又斗膽
又占,又佔
又占卜,又占卜
又占挂,又占掛
又冲,又衝
又冲刷,又沖刷
又冲洗,又沖洗
又冲掉,又沖掉
又冲淡,又沖淡
又冲蚀,又沖蝕
又冲积,又沖積
又卷,又捲
又於,又於
又松,又鬆
又准又,又準又
又象,又像
三斗,三斗
三只,三隻
三卷,三卷
三个,三個
三海里,三海里
三国志,三國誌
三里,三里
三里余,三里餘
三数只,三數隻
下下签,下下籤
下手干,下手幹
下冲,下衝
下冲刷,下沖刷
下冲洗,下沖洗
下冲凉,下沖涼
下冲积,下沖積
下咽,下嚥
下咽泣,下咽泣
下咽喉,下咽喉
下面点,下面點
下梁子,下樑子
下梁歪,下樑歪
下里巴人,下里巴人
丈余,丈餘
上上签,上上籤
上占,上佔
上占卜,上占卜
上占算,上占算
上布了,上佈了
上冲,上衝
上冲刷,上沖刷
上冲洗,上沖洗
上冲蚀,上沖蝕
上冲激,上沖激
上冲积,上沖積
上系了,上繫了
上面糊,上面糊
上面点,上面點
上准有,上準有
上梁不正,上樑不正
丫头发,丫頭發
久斗,久鬥
也斗了,也鬥了
也斗了胆,也斗了膽
也没干,也沒幹
也没干涉,也沒干涉
也没干预,也沒干預
也没干扰,也沒干擾
也舍下,也捨下
也象,也像
也象征,也象徵
也象徵,也象徵
乞丏,乞丐
兀术,兀朮
千斗,千斗
千只,千隻
千只可,千只可
千只足够,千只足夠
千只怕,千只怕
千只能,千只能
千只够,千只夠
千多只,千多隻
千余,千餘
千余只,千餘隻
千余里,千餘里
千两,千兩
千卷,千卷
千房百舍,千房百舍
千海里,千海里
千钧一发,千鈞一髮
千里,千里
口干,口乾
口干一,口幹一
口干什,口幹什
口干犯,口干犯
口干那,口幹那
口干冒,口干冒
口干政,口干政
口干活,口幹活
口干员,口幹員
口干涉,口干涉
口干掉,口幹掉
口干这,口幹這
口干着,口幹著
口干预,口干預
口腹之欲,口腹之慾
口里长,口裡長
土制,土製
土里长,土裡長
大小几,大小幾
大干！,大幹！
大干，,大幹，
大干。,大幹。
大干？,大幹？
大干了,大幹了
大干吧,大幹吧
大干特干,大幹特幹
大丑,大醜
大伙一,大夥一
大伙人,大夥人
大伙儿,大夥兒
大明,大明
大笨象,大笨象
大象,大象
大象征,大象徵
大朴不完,大璞不完
大锺,大鐘
大锺情,大鍾情
大锺意,大鍾意
大锺爱,大鍾愛
大赞,大讚
大赞同,大贊同
大赞成,大贊成
大赞助,大贊助
女仆,女僕
子姜,子薑
孑孑,孑孓
孓然,孑然
寸余,寸餘
小丑,小丑
小丑八怪,小醜八怪
小丑丫头,小醜丫頭
小丑丫鬟,小醜丫鬟
小伙人,小夥人
小舍,小舍
小几,小几
小几十,小幾十
小几千,小幾千
小几天,小幾天
小几尺,小幾尺
小几乎,小幾乎
小几多,小幾多
小几百,小幾百
小几米,小幾米
小几厘,小幾厘
小几个,小幾個
小几岁,小幾歲
小几万,小幾萬
小仆,小僕
山羊胡,山羊鬍
山羊须,山羊鬚
山岳,山嶽
山涯,山崖
山里长,山裡長
工余,工餘
工程系,工程系
工编制,工編制
已了然,已瞭然
已斗了,已鬥了
已斗上,已鬥上
已斗数,已鬥數
已占,已佔
已占卜,已占卜
已占挂,已占掛
已占算,已占算
已布了,已佈了
已吃干,已吃乾
已余,已餘
已卷,已捲
已征了,已徵了
已征去,已徵去
已於,已於
已松,已鬆
已松下,已鬆下
已是了然,已是瞭然
已象,已像
已象征,已象徵
已象征服,已像征服
已象征战,已像征戰
已象徵,已象徵
已愈，,已癒，
已愈。,已癒。
已经了然,已經瞭然
已经斗,已經鬥
已经象,已經像
已经象征,已經象徵
已经象征战,已經像征戰
干一下,幹一下
干一手,幹一手
干一件,幹一件
干一份,幹一份
干一年,幹一年
干一次,幹一次
干一些,幹一些
干一宗,幹一宗
干一杯,乾一杯
干一票,幹一票
干一场,幹一場
干一番,幹一番
干一会,幹一會
干一碗,乾一碗
干一桩,幹一樁
干一辈,幹一輩
干一坛,乾一罈
干一坛法,幹一壇法
干了一,幹了一
干了一杯,乾了一杯
干了一瓶,乾了一瓶
干了一壶,乾了一壺
干了一碗,乾了一碗
干了一坛,乾了一罈
干了一坛法,幹了一壇法
干了一樽,乾了一樽
干了三杯,乾了三杯
干了不,幹了不
干了什,幹了什
干了他,幹了他
干了件,幹了件
干了多,幹了多
干了她,幹了她
干了此杯,乾了此杯
干了何,幹了何
干了你,幹了你
干了那,幹了那
干了那杯,乾了那杯
干了那壶,乾了那壺
干了那碗,乾了那碗
干了事,幹了事
干了些,幹了些
干了两杯,乾了兩杯
干了杯,乾了杯
干了的事,幹了的事
干了甚,幹了甚
干了起,幹了起
干了这,幹了這
干了这一杯,乾了這一杯
干了这一瓶,乾了這一瓶
干了这杯,乾了這杯
干了这碗,乾了這碗
干了壶,乾了壺
干了几,幹了幾
干了几杯,乾了幾杯
干了几瓶,乾了幾瓶
干了几壶,乾了幾壺
干了几碗,乾了幾碗
干了几坛,乾了幾罈
干了几坛法,幹了幾壇法
干了几樽,乾了幾樽
干了桩,幹了樁
干又热,乾又熱
干三两年,幹三兩年
干三杯,乾三杯
干下一件,幹下一件
干下一些,幹下一些
干下一番,幹下一番
干下了,幹下了
干下去,幹下去
干下如,幹下如
干下那,幹下那
干下那一杯,乾下那一杯
干下那一碗,乾下那一碗
干下那杯,乾下那杯
干下那碗,乾下那碗
干下的,幹下的
干下这,幹下這
干下这一杯,乾下這一杯
干下这一碗,乾下這一碗
干下这杯,乾下這杯
干下这碗,乾下這碗
干上,幹上
干上一杯,乾上一杯
干上一壶,乾上一壺
干上一碗,乾上一碗
干上了,幹上了
干上三杯,乾上三杯
干上两杯,乾上兩杯
干土,乾土
干土匪,幹土匪
干土豪,干土豪
干大事,幹大事
干女儿,乾女兒
干工,幹工
干干,幹幹
干干巴巴,乾乾巴巴
干干的咽,乾乾的嚥
干干脆脆,乾乾脆脆
干干净净,乾乾淨淨
干干爽爽,乾乾爽爽
干干瘦瘦,乾乾瘦瘦
干弋,干戈
干才,幹才
干不,幹不
干不干,幹不幹
干不干休,干不干休
干不干杯,乾不乾杯
干不干涉,干不干涉
干不干净,乾不乾淨
干不干预,干不干預
干不干扰,干不干擾
干井,乾井
干什麽,幹什麼
干巴,乾巴
干手净脚,乾手淨腳
干毛巾,乾毛巾
干他！,幹他！
干他，,幹他，
干他。,幹他。
干他那,幹他那
干他娘,幹他娘
干他这,幹他這
干出,幹出
干正事,幹正事
干犯法,幹犯法
干生气,乾生氣
干件,幹件
干任何,幹任何
干份,幹份
干冰,乾冰
干吏,幹吏
干好,幹好
干她！,幹她！
干她，,幹她，
干她。,幹她。
干她那,幹她那
干成,幹成
干此,幹此
干此一杯,乾此一杯
干此杯,乾此杯
干此坛,乾此罈
干肉,乾肉
干肉贩,幹肉販
干衣，,乾衣，
干衣。,乾衣。
干衣服，,乾衣服，
干衣服。,乾衣服。
干衣机,乾衣機
干何事,幹何事
干伸舌,乾伸舌
干似,乾似
干你那,幹你那
干你的,幹你的
干你们,幹你們
干你们何事,干你們何事
干你娘！,幹你娘！
干你娘，,幹你娘，
干你娘。,幹你娘。
干你这,幹你這
干别的,幹別的
干坐着,乾坐著
干完,幹完
干弟,乾弟
干我！,幹我！
干我，,幹我，
干我。,幹我。
干我那,幹我那
干我们,幹我們
干我们何,干我們何
干我这,幹我這
干旱,乾旱
干材,幹材
干系,干係
干那,幹那
干那一杯,乾那一杯
干那杯,乾那杯
干事,幹事
干些,幹些
干儿,乾兒
干两年,幹兩年
干两杯,乾兩杯
干到底,幹到底
干坤,乾坤
干妹,乾妹
干姐,乾姐
干姊,乾姊
干果,乾果
干枝,乾枝
干杯,乾杯
干泥,乾泥
干爸,乾爸
干的又不,幹的又不
干的又是,幹的又是
干的不错,幹的不錯
干的勾当,幹的勾當
干的出,幹的出
干的本,幹的本
干的好,幹的好
干的事,幹的事
干的是,幹的是
干的真,幹的真
干的就,幹的就
干的漂亮,幹的漂亮
干冒烟,乾冒煙
干劲,幹勁
干咳,乾咳
干咽,乾嚥
干姜,乾薑
干屍,乾屍
干架,幹架
干枯,乾枯
干洗,乾洗
干活,幹活
干甚麽,幹甚麼
干疤,乾疤
干面,乾麵
干面前,乾面前
干哥,乾哥
干哭,乾哭
干员,幹員
干哪,幹哪
干娘,乾娘
干孙,乾孫
干柴,乾柴
干爹,乾爹
干站着,乾站著
干笑,乾笑
干耗,乾耗
干脆,乾脆
干草,乾草
干起,幹起
干假,幹假
干哑,乾啞
干强盗,幹強盜
干得,幹得
干得一杯,乾得一杯
干得三两杯,乾得三兩杯
干得三杯,乾得三杯
干得两杯,乾得兩杯
干得很，,乾得很，
干得很。,乾得很。
干探,幹探
干掉,幹掉
干掉一杯,乾掉一杯
干掉一瓶,乾掉一瓶
干掉一碗,乾掉一碗
干掉那杯,乾掉那杯
干掉那碗,乾掉那碗
干掉杯,乾掉杯
干掉这杯,乾掉這杯
干掉这碗,乾掉這碗
干清宫,乾清宮
干涸,乾涸
干净,乾淨
干爽,乾爽
干粗活,幹粗活
干货,乾貨
干货物,幹貨物
干这,幹這
干这一杯,乾這一杯
干这位,干這位
干这杯,乾這杯
干这厮何,干這廝何
干透,乾透
干部,幹部
干啥,幹啥
干就干,幹就幹
干几手,乾幾手
干几件,幹幾件
干几宗,幹幾宗
干几杯,乾幾杯
干几番,幹幾番
干几碗,乾幾碗
干几桩,幹幾樁
干几辈,幹幾輩
干渴,乾渴
干焦,乾焦
干硬,乾硬
干窘,乾窘
干等,乾等
干丝,乾絲
干着,幹著
干着急,乾著急
干菜,乾菜
干裂,乾裂
干买卖,幹買賣
干阳,乾陽
干隆,乾隆
干傻事,幹傻事
干吗,幹嗎
干妈,乾媽
干湿,乾溼
干号,乾號
干农活,幹農活
干道,幹道
干过,幹過
干过一杯,乾過一杯
干过杯,乾過杯
干过瘾,乾過癮
干酪,乾酪
干电池,乾電池
干嘛,幹嘛
干呕,乾嘔
干惯,幹慣
干撇下,乾撇下
干尽,幹盡
干尽一杯,乾盡一杯
干尽一壶,乾盡一壺
干尽一碗,乾盡一碗
干尽一坛,乾盡一磹
干纲不振,乾綱不振
干麽,幹麼
干数杯,乾數杯
干桩,幹樁
干涧,乾澗
干熬,乾熬
干热,乾熱
干瘦,乾瘦
干练,幹練
干线,幹線
干醋,乾醋
干坛,乾罈
干坛主,幹壇主
干坛法,幹壇法
干错,幹錯
干嚎,乾嚎
干搁,乾擱
干涩,乾澀
干湿,乾濕
干湿发,乾濕髮
干燥,乾燥
干瞪,乾瞪
干声,乾聲
干薪,乾薪
干点,幹點
干粮,乾糧
干坏事,幹壞事
干瘪,乾癟
干警,幹警
干瘾,乾癮
弓擎,弓檠
才干,才幹
才干了一杯,才乾了一杯
才干了杯,才乾了杯
才干干净,才乾乾淨
才干戈,才干戈
才干休,才干休
才干旱,才乾旱
才干那一杯,才乾那一杯
才干那杯,才乾那杯
才干杯,才乾杯
才干政,才干政
才干枯,才乾枯
才干柴烈火,才乾柴烈火
才干涉,才干涉
才干耗,才乾耗
才干脆,才乾脆
才干涸,才乾涸
才干净,才乾淨
才干爽,才乾爽
才干这一杯,才乾這一杯
才干这杯,才乾這杯
才干透,才乾透
才干着急,才乾著急
才干预,才干預
才干扰,才干擾
才不干,才不幹
才不干犯,才不干犯
才不干休,才不干休
才不干杯,才不乾杯
才不干枯,才不乾枯
才不干涉,才不干涉
才不干涸,才不乾涸
才不干净,才不乾淨
才不干渴,才不乾渴
才不干着急,才不乾著急
才不干预,才不干預
才不干燥,才不乾燥
才不干扰,才不干擾
才松下,才鬆下
才象,才像
才象征,才象徵
才象征服,才像征服
才象徵,才象徵
丑一点,醜一點
丑人,醜人
丑八戒,醜八戒
丑八怪,醜八怪
丑丫头,醜丫頭
丑丫鬟,醜丫鬟
丑也丑,醜也醜
丑女,醜女
丑小子,醜小子
丑小鸭,醜小鴨
丑丑,醜醜
丑不丑,醜不醜
丑化,醜化
丑少年,醜少年
丑巴怪,醜巴怪
丑亦丑,醜亦醜
丑名,醜名
丑吒,醜吒
丑夷,醜夷
丑如,醜如
丑死,醜死
丑老,醜老
丑老头,醜老頭
丑行,醜行
丑似,醜似
丑男,醜男
丑事,醜事
丑怪,醜怪
丑东西,醜東西
丑的,醜的
丑俊,醜俊
丑剌剌,醜剌剌
丑相毕,醜相畢
丑陋,醜陋
丑面,醜面
丑鬼,醜鬼
丑妇,醜婦
丑婆,醜婆
丑得,醜得
丑得象,醜得像
丑家伙,醜傢伙
丑恶,醜惡
丑诋,醜詆
丑媳妇,醜媳婦
丑煞人,醜煞人
丑话,醜話
丑逾,醜逾
丑态,醜態
丑汉,醜漢
丑闻,醜聞
丑语,醜語
丑貌,醜貌
丑剧,醜劇
丑样,醜樣
丑模样,醜模樣
丑脸,醜臉
不干！,不幹！
不干，,不幹，
不干。,不幹。
不干？,不幹？
不干了,不幹了
不干不净,不乾不淨
不干你的,不干你的
不干我们,不干我們
不干的,不幹的
不干偷,不幹偷
不干啊,不幹啊
不干抢,不幹搶
不丑,不醜
不斗,不鬥
不斗胆,不斗膽
不加自制,不加自制
不占,不佔
不占卜,不占卜
不占凶吉,不占凶吉
不占吉凶,不占吉凶
不占挂,不占掛
不占算,不占算
不只,不只
不用干了,不用幹了
不用斗了,不用鬥了
不白发,不白發
不合,不合
不好干,不好幹
不好干涉,不好干涉
不好干脆,不好乾脆
不好干预,不好干預
不余,不餘
不克自制,不克自制
不困，,不睏，
不困。,不睏。
不困吗,不睏嗎
不每只,不每只
不松下,不鬆下
不采,不採
不采声,不采聲
不相干,不相干
不值一晒,不值一哂
不修篇幅,不修邊幅
不准没,不准沒
不能自制,不能自制
不舍,不捨
不寒而栗,不寒而慄
不发香,不發香
不发丝,不發絲
不象,不像
不须求,不須求
不须发,不須發
不当准,不當準
不醒人事,不省人事
不断发,不斷發
不药而愈,不藥而癒
不赞,不讚
不赞同,不贊同
不赞成,不贊成
不赞助,不贊助
中台,中台
中布了,中佈了
中断发,中斷發
中签,中籤
之一只,之一只
之一并,之一並
之二只,之二只
之八九只,之八九只
之斗,之鬥
之余,之餘
之明了,之明了
之准,之準
之游,之遊
之游鱼,之游魚
之对象,之對象
之编制,之編制
互斗,互鬥
互冲,互衝
互相干,互相幹
互相干杯,互相乾杯
互相干涉,互相干涉
互相干扰,互相干擾
五斗,五斗
五只,五隻
五谷,五穀
五卷,五卷
五岳,五嶽
五个,五個
五海里,五海里
五壳,五穀
五里,五里
五里余,五里餘
五脏,五臟
什麽,什麼
什麽可干,什麼可幹
什麽可干扰,什麼可干擾
仍斗,仍鬥
仍斗然,仍斗然
仍斗胆,仍斗膽
仍象,仍像
介系词,介係詞
介胄,介冑
元凶,元兇
允准,允准
内斗,內鬥
内斗已,內鬥已
内斗不,內鬥不
内斗中,內鬥中
内斗之,內鬥之
内斗的,內鬥的
内斗室,內斗室
内斗然,內斗然
内斗胆,內斗膽
内奸,內奸
内函,內涵
内面包,內面包
内面包的,內面包的
内里拉,內裡拉
内脏,內臟
六斗,六斗
六只,六隻
六卷,六卷
六海里,六海里
六里,六里
六里余,六里餘
公干,公幹
公主,公主
公布,公佈
公共制序,公共制序
公余,公餘
公里,公里
凶手,兇手
凶犯,兇犯
凶徒,兇徒
凶案,兇案
凶杀,兇殺
凶猛,兇猛
凶恶,兇惡
凶嫌,兇嫌
凶惧,兇懼
分占,分佔
分布,分佈
分多锺,分多鐘
分余锺,分餘鐘
分明,分明
分象,分像
分量,份量
分道扬镖,分道揚鑣
分锺,分鐘
分锺情,分鍾情
分锺意,分鍾意
分锺爱,分鍾愛
切蹉,切磋
勾干,勾幹
勾心斗角,勾心鬥角
勿里洞,勿里洞
升斗,升斗
升平,昇平
升汞,昇汞
升官,陞官
升泰,昇泰
升华,昇華
升迁,陞遷
卅余,卅餘
卅余里,卅餘里
卅里,卅里
反反复复,反反覆覆
反冲,反衝
反卷,反捲
反复,反覆
反朴归真,反璞歸真
天文锺,天文鐘
天生干,天生幹
天佑,天祐
天明,天明
天准到,天準到
天锺,天鐘
天翻地复,天翻地覆
夫役,伕役
夫长几,夫長幾
太丑,太醜
太困了,太睏了
太松,太鬆
太後,太后
太准,太準
太象,太像
太阳系,太陽系
孔明,孔明
少冲,少衝
尤如,猶如
尤带,猶帶
尤里,尤里
尤疑,猶疑
尤怜,猶憐
尤豫,猶豫
尺余,尺餘
屯扎,屯紮
巴人下里,巴人下里
巴斗,巴斗
巴里岛,巴里島
巴尔干,巴爾幹
幻象,幻象
廿余,廿餘
廿余里,廿餘里
廿里,廿里
心向神往,心嚮神往
心系,心繫
心系统,心系統
心相系,心相繫
心理系,心理系
心细如发,心細如髮
心细似发,心細似髮
心里长,心裡長
心头发,心頭發
心脏,心臟
手一卷,手一捲
手大干,手大幹
手不松,手不鬆
手足之欲,手足之慾
手所制,手所製
手所制止,手所制止
手所制伏,手所制伏
手所制住,手所制住
手所制定,手所制定
手所制服,手所制服
手所制度,手所制度
手所制订,手所制訂
手所制动,手所制動
手松,手鬆
手表,手錶
手表示,手表示
手表决,手表決
手表明,手表明
手表面,手表面
手表现,手表現
手表达,手表達
手表态,手表態
手表演,手表演
手表露,手表露
手采,手採
手里,手裡
手里余,手裡餘
扎了,紮了
扎下,紮下
扎扎跳,紮紮跳
扎扎实实,扎扎實實
扎在,紮在
扎好,紮好
扎好底子,扎好底子
扎好根,扎好根
扎成,紮成
扎住,紮住
扎囮,紮囮
扎起,紮起
扎彩,紮彩
扎结,紮結
扎着,紮著
扎诈,紮詐
扎脚,紮腳
扎实,紮實
扎实根基,扎實根基
扎寨,紮寨
扎紧,紮緊
扎裹,紮裹
扎营,紮營
扎稳,紮穩
支干,支幹
支好签,支好籤
支编制,支編制
支签,支籤
文斗,文鬥
文明,文明
文采,文采
文书签,文書簽
斗！,鬥！
斗，,鬥，
斗。,鬥。
斗？,鬥？
斗一斗,鬥一鬥
斗一个,鬥一個
斗一阵,鬥一陣
斗一场,鬥一場
斗一番,鬥一番
斗一会,鬥一會
斗了一,鬥了一
斗了一斗,鬥了一鬥
斗了十,鬥了十
斗了十余,鬥了十餘
斗了三,鬥了三
斗了片刻,鬥了片刻
斗了百,鬥了百
斗了百余,鬥了百餘
斗了两,鬥了兩
斗了近,鬥了近
斗了个,鬥了個
斗了起来,鬥了起來
斗了几,鬥了幾
斗了超,鬥了超
斗了过,鬥了過
斗力,鬥力
斗十余,鬥十餘
斗下去,鬥下去
斗上一,鬥上一
斗上一斗,鬥上一鬥
斗上了,鬥上了
斗上手,鬥上手
斗久,鬥久
斗口,鬥口
斗士,鬥士
斗不了,鬥不了
斗不上,鬥不上
斗不斗,鬥不鬥
斗不完,鬥不完
斗不到,鬥不到
斗不过,鬥不過
斗不赢,鬥不贏
斗什麽,鬥什麼
斗内力,鬥內力
斗心,鬥心
斗斗,鬥鬥
斗牛,鬥牛
斗他,鬥他
斗他一斗,鬥他一鬥
斗出,鬥出
斗本事,鬥本事
斗在一起,鬥在一起
斗她,鬥她
斗成,鬥成
斗成平手,鬥成平手
斗百余,鬥百餘
斗你,鬥你
斗妍,鬥妍
斗完,鬥完
斗志,鬥志
斗忍,鬥忍
斗快,鬥快
斗我,鬥我
斗技,鬥技
斗灼,斗杓
斗来斗去,鬥來鬥去
斗到,鬥到
斗命,鬥命
斗奇,鬥奇
斗定力,鬥定力
斗招,鬥招
斗法,鬥法
斗争,鬥爭
斗狗,鬥狗
斗的过,鬥的過
斗勇,鬥勇
斗劲,鬥勁
斗垮,鬥垮
斗狠,鬥狠
斗个,鬥個
斗拳,鬥拳
斗气,鬥氣
斗神,鬥神
斗起,鬥起
斗酒,鬥酒
斗将,鬥將
斗得,鬥得
斗败,鬥敗
斗杀,鬥殺
斗毕,鬥畢
斗胜,鬥勝
斗场,鬥場
斗就斗,鬥就鬥
斗恶,鬥惡
斗掌,鬥掌
斗智,鬥智
斗棋,鬥棋
斗然,陡然
斗着,鬥著
斗饮,鬥飲
斗传,鬥傳
斗意,鬥意
斗过,鬥過
斗魂,鬥魂
斗剑,鬥劍
斗嘴,鬥嘴
斗敌,鬥敵
斗殴,鬥毆
斗趣,鬥趣
斗闹,鬥鬧
斗战,鬥戰
斗机智,鬥機智
斗输,鬥輸
斗蟋蟀,鬥蟋蟀
斗擞,抖擻
斗鸡,鬥雞
